name,geometry,latitude,longitude
Vanivilas Women and Children Hospital,"POLYGON ((77.573673 12.9618927, 77.573637 12.9619056, 77.5736748 12.9620052, 77.5741956 12.9618173, 77.5740678 12.9614809, 77.5741635 12.9614463, 77.5741417 12.9613888, 77.5740498 12.9614219, 77.573937 12.9611249, 77.5739135 12.9611334, 77.5735601 12.9612609, 77.5735103 12.9611299, 77.573802 12.9610247, 77.5737673 12.9609333, 77.5733989 12.9610663, 77.5734695 12.9612522, 77.5733848 12.9612827, 77.5734345 12.9614134, 77.573484 12.9613956, 77.5735579 12.9615949, 77.5735225 12.9616069, 77.5734966 12.9615343, 77.5734447 12.9615515, 77.573406 12.9614382, 77.5732328 12.9614968, 77.5732549 12.9615588, 77.5731822 12.9615834, 77.5733195 12.961969, 77.5734103 12.9619383, 77.5734219 12.9619709, 77.5735821 12.9619168, 77.5735443 12.9618108, 77.5735918 12.9617947, 77.573562 12.9617111, 77.5735952 12.9616998, 77.573673 12.9618927), (77.5738403 12.961258, 77.5740375 12.9617574, 77.5737696 12.9618579, 77.5735723 12.9613585, 77.5738403 12.961258), (77.5734424 12.9616277, 77.5733164 12.961672, 77.5732888 12.9615975, 77.5734148 12.9615532, 77.5734424 12.9616277), (77.573529 12.9618438, 77.5734058 12.9618872, 77.5733792 12.9618153, 77.5735024 12.9617719, 77.573529 12.9618438))",12.96154520426469,77.57366909045219
Minto Eye Hospital,"POLYGON ((77.5719724 12.9611431, 77.5722069 12.9613103, 77.572327 12.9613965, 77.5726205 12.9610084, 77.5722602 12.9607496, 77.5721517 12.960893, 77.572111 12.9608638, 77.5720917 12.9608893, 77.5720489 12.9608586, 77.5720128 12.9609064, 77.5720543 12.9609362, 77.5720251 12.9609748, 77.5720585 12.9609988, 77.5719575 12.9611323, 77.5719724 12.9611431), (77.572297 12.9608908, 77.5724621 12.961012, 77.5722834 12.9612431, 77.5721183 12.9611219, 77.572297 12.9608908))",12.96106616261123,77.57227840510858
M S Ramaiah Hospital,"POLYGON ((77.5681424 13.0290376, 77.5683519 13.0305095, 77.56904 13.0304165, 77.5690093 13.0302009, 77.5688577 13.0302213, 77.5688086 13.0298767, 77.5685852 13.0299069, 77.5685782 13.0298578, 77.5689197 13.0298117, 77.5688754 13.0295004, 77.5687968 13.0289491, 77.5681424 13.0290376), (77.5685037 13.0292125, 77.5685426 13.0292065, 77.5685295 13.029126, 77.5687109 13.0290979, 77.5687203 13.0291557, 77.5685651 13.0291797, 77.5686102 13.0294562, 77.5687857 13.0294291, 77.5687954 13.0294885, 77.5685548 13.0295257, 77.5685037 13.0292125))",13.029736282914648,77.56855789448284
Faculty Of Dental Sciences,"POLYGON ((77.5691375 13.0294324, 77.5696662 13.0293538, 77.5696127 13.0290119, 77.569084 13.0290905, 77.5691375 13.0294324))",13.02922215,77.5693751
Chelekere,"POLYGON ((77.6452692 13.0251885, 77.6451166 13.0254288, 77.6446531 13.026056, 77.6439922 13.027302, 77.6437948 13.0276448, 77.6435888 13.0279375, 77.6435287 13.0280713, 77.6435888 13.0281633, 77.643709 13.0280796, 77.6438978 13.0278622, 77.6439836 13.0276615, 77.6441896 13.0275528, 77.6443527 13.0275194, 77.6448505 13.0273605, 77.6455286 13.0271013, 77.6461466 13.0271682, 77.6461895 13.0265494, 77.6461122 13.0264657, 77.6460093 13.0263905, 77.6458805 13.0259138, 77.6457861 13.0256881, 77.6455575 13.025378, 77.6453631 13.0251628, 77.6452692 13.0251885), (77.6453913 13.0256128, 77.6456659 13.0257131, 77.6456316 13.0258971, 77.6456488 13.0260309, 77.6458033 13.02624, 77.6455801 13.026332, 77.6452539 13.0261814, 77.6451939 13.0260644, 77.6452196 13.0258888, 77.6453913 13.0256128), (77.644593 13.0266414, 77.6451252 13.026934, 77.6450737 13.0270344, 77.6442411 13.0273521, 77.6442068 13.0272852, 77.644593 13.0266414))",13.026594703315865,77.64510807725
Madiwala Lake,"MULTIPOLYGON (((77.6115283 12.9026202, 77.6115914 12.9026136, 77.6116544 12.9025666, 77.6118249 12.9023483, 77.6120258 12.9021579, 77.6122751 12.9019729, 77.6126919 12.9017535, 77.6131626 12.9016011, 77.6135012 12.9015377, 77.6138216 12.9015129, 77.6144147 12.9015195, 77.6149991 12.9015391, 77.6161203 12.9016855, 77.6163134 12.9017352, 77.6163456 12.9017169, 77.6163429 12.9016803, 77.6162061 12.9015678, 77.6155236 12.9011079, 77.6150603 12.9005185, 77.614118 12.8994854, 77.6140027 12.8994069, 77.6139222 12.8993886, 77.6137988 12.8993952, 77.6133107 12.8995141, 77.6132181 12.8995168, 77.6131672 12.8994971, 77.6131269 12.8994501, 77.6129834 12.8985677, 77.6129512 12.8983572, 77.612907 12.8982461, 77.6128453 12.898182, 77.6126495 12.8981128, 77.612443 12.8980945, 77.6122941 12.8980853, 77.6121882 12.8981075, 77.612109 12.8981376, 77.6120836 12.8981938, 77.6121752 12.8986318, 77.6124883 12.8996064, 77.612462 12.8999449, 77.6123488 12.9000219, 77.6118621 12.9000783, 77.6118068 12.900168, 77.6119252 12.9020172, 77.61187 12.9021429, 77.61147 12.9023019, 77.6114227 12.9023634, 77.611405 12.9024541, 77.611476 12.9025757, 77.6115283 12.9026202)), ((77.6211803 12.91207, 77.6211092 12.9119066, 77.621073 12.911772, 77.6210743 12.9115772, 77.6210368 12.9111968, 77.6210073 12.9110844, 77.6209617 12.9109798, 77.6208007 12.9108151, 77.6207423 12.9107067, 77.6205414 12.9100829, 77.6204558 12.9093467, 77.6204818 12.9089259, 77.6205379 12.9086007, 77.6206961 12.9081092, 77.6206961 12.9079811, 77.6206532 12.907921, 77.6204333 12.9077641, 77.6202911 12.9076439, 77.6202214 12.9074818, 77.620208 12.9073589, 77.6201785 12.9072674, 77.6189339 12.9059736, 77.6187971 12.9057771, 77.6187106 12.9055383, 77.61825 12.9037326, 77.6182178 12.9035365, 77.6182285 12.9033378, 77.6183385 12.9029117, 77.6183411 12.902828, 77.6183277 12.9027862, 77.6182714 12.9027705, 77.6182017 12.9027705, 77.6178047 12.9028699, 77.6176035 12.902862, 77.617507 12.9028202, 77.6174399 12.9027339, 77.6172736 12.9023391, 77.6172074 12.9022341, 77.6171181 12.9021718, 77.6166728 12.9020123, 77.6160398 12.9018319, 77.6151305 12.9016855, 77.6143645 12.9016248, 77.6137059 12.9016465, 77.6131924 12.9017155, 77.6128017 12.9018388, 77.6123143 12.90206, 77.6119794 12.9023647, 77.6116759 12.9027025, 77.611649 12.9027627, 77.6116517 12.9027993, 77.6116839 12.9028149, 77.6126629 12.9026659, 77.6126857 12.9026829, 77.6127005 12.9027391, 77.612687 12.9027731, 77.6112413 12.9030136, 77.611177 12.9030293, 77.6111555 12.9030738, 77.6113433 12.9041235, 77.6113969 12.9043771, 77.611421 12.9044189, 77.6114599 12.9044385, 77.6115082 12.9044359, 77.6126026 12.9042686, 77.6126602 12.9042725, 77.6127005 12.9043039, 77.6127058 12.9043483, 77.6127139 12.9044542, 77.6133925 12.9061013, 77.6134568 12.9061955, 77.6135293 12.9062399, 77.6136821 12.9063445, 77.613776 12.9064412, 77.6140255 12.9068412, 77.6142293 12.9073981, 77.614291 12.9075419, 77.6143447 12.9075968, 77.6144144 12.9076439, 77.6144841 12.9077171, 77.6147389 12.9081798, 77.6148462 12.9082739, 77.6149964 12.908355, 77.6152003 12.9084282, 77.61527 12.9084465, 77.6153022 12.9084883, 77.6153237 12.9085563, 77.6153639 12.9087027, 77.6158118 12.9105249, 77.6160093 12.9115356, 77.6165736 12.9146923, 77.6165897 12.9147419, 77.6166272 12.9147812, 77.6167157 12.914789, 77.6167747 12.9147655, 77.6173568 12.9140674, 77.6179437 12.9134641, 77.6184538 12.9129406, 77.618596 12.9127602, 77.6186603 12.912687, 77.6188427 12.912572, 77.6194301 12.9123602, 77.6197761 12.9122897, 77.6201463 12.9123106, 77.6207105 12.9123996, 77.6209389 12.9124374, 77.6209724 12.9124308, 77.6209845 12.9124021, 77.6209939 12.9123171, 77.6210161 12.9122709, 77.6210502 12.9122125, 77.6210998 12.9121746, 77.6211534 12.912155, 77.6211762 12.9121302, 77.6211803 12.91207), (77.6125422 12.9038163, 77.6124939 12.9037771, 77.6124644 12.9037196, 77.6123974 12.9033535, 77.6124188 12.9033039, 77.6125047 12.9032463, 77.6126495 12.9032202, 77.6126924 12.9032019, 77.6127139 12.9031705, 77.6127139 12.9031182, 77.6127139 12.9030503, 77.6127326 12.9030084, 77.6127809 12.902998, 77.6128346 12.9030136, 77.6129875 12.9037326, 77.6129901 12.903832, 77.6129687 12.9038895, 77.6129284 12.9039156, 77.6128453 12.9039209, 77.6127622 12.9039, 77.6125422 12.9038163), (77.6159268 12.9048039, 77.6159805 12.9047307, 77.6161039 12.9047673, 77.6162702 12.904966, 77.6164472 12.9051124, 77.6165438 12.9053163, 77.6166886 12.9056144, 77.6166993 12.9058601, 77.6167154 12.9060327, 77.6167208 12.906268, 77.6166725 12.9063621, 77.6164955 12.9064562, 77.6163721 12.9064249, 77.6163614 12.9062314, 77.616415 12.9059856, 77.6164096 12.9056823, 77.6163185 12.9054523, 77.6160556 12.9051908, 77.6158947 12.9049294, 77.6159268 12.9048039), (77.6152519 12.9056788, 77.6152197 12.9052918, 77.6154236 12.9048631, 77.6155827 12.9047848, 77.6156989 12.9048282, 77.6157697 12.904995, 77.6156508 12.90523, 77.6155774 12.9054536, 77.6155578 12.9056329, 77.6156232 12.9057788, 77.6157351 12.9060382, 77.6159089 12.906308, 77.6160076 12.906445, 77.6160489 12.9065752, 77.6160318 12.9066922, 77.6159707 12.9067768, 77.6158708 12.9067942, 77.6157776 12.9067768, 77.6156489 12.9067036, 77.6155845 12.9065049, 77.6152519 12.9056788)))",12.906492240214547,77.6163313324215
,"POLYGON ((77.6978265 12.9421817, 77.6978387 12.9421496, 77.6978399 12.9421233, 77.697831 12.9420902, 77.697808 12.9420598, 77.6977783 12.9420416, 77.697745 12.9420345, 77.6977107 12.9420388, 77.6976809 12.9420535, 77.6976571 12.9420779, 77.6976437 12.9421072, 77.6976406 12.9421377, 77.6976479 12.9421687, 77.6976631 12.9421937, 77.69769 12.9422165, 77.6977349 12.9422296, 77.6977725 12.9422244, 77.6978042 12.9422071, 77.6978265 12.9421817), (77.6977677 12.9422106, 77.697736 12.942215, 77.6976973 12.9422037, 77.6976746 12.9421844, 77.6976617 12.9421633, 77.6976555 12.9421368, 77.6976581 12.9421109, 77.6976695 12.942086, 77.6976898 12.9420652, 77.6977151 12.9420527, 77.6977444 12.942049, 77.6977727 12.9420551, 77.6977978 12.9420705, 77.6978175 12.9420965, 77.6978251 12.9421248, 77.6978241 12.9421467, 77.6978136 12.9421743, 77.6977947 12.9421958, 77.6977677 12.9422106))",12.94213186720806,77.69774042170882
Iblur Lake,"POLYGON ((77.6660874 12.9223543, 77.6659824 12.9224762, 77.6658819 12.9225334, 77.6655956 12.9225916, 77.6655266 12.9226123, 77.6654984 12.9227692, 77.6655443 12.9228221, 77.6656431 12.9228666, 77.6657776 12.9228934, 77.6658157 12.9228973, 77.6663963 12.9229567, 77.6668257 12.9229273, 77.6674286 12.9229822, 77.6678737 12.9230095, 77.6679489 12.9229902, 77.6679902 12.9229437, 77.6680144 12.9228866, 77.6677237 12.9221541, 77.666929 12.921802, 77.6668386 12.9217663, 77.6661908 12.9215103, 77.6662064 12.9216185, 77.6662115 12.9217278, 77.6660874 12.9223543), (77.666803 12.9224628, 77.6667689 12.9224467, 77.6667467 12.922423, 77.6667323 12.9223822, 77.666736 12.9223463, 77.6667493 12.9223201, 77.666784 12.9222909, 77.6668156 12.9222816, 77.6668335 12.9222812, 77.6668654 12.922289, 77.666881 12.9222976, 77.6669043 12.9223203, 77.6669133 12.9223358, 77.6669214 12.9223784, 77.6669079 12.9224211, 77.6668776 12.9224514, 77.6668358 12.9224654, 77.666803 12.9224628))",12.922434059675627,77.6668228891874
Benniganahalli Lake,"POLYGON ((77.664424 12.9961141, 77.6640524 12.9970119, 77.6640489 12.9971565, 77.6640811 12.9972349, 77.6644129 12.9974084, 77.6655993 12.99805, 77.6657807 12.9981379, 77.6660659 12.9982905, 77.6661035 12.9982068, 77.6663333 12.997675, 77.6664889 12.9975182, 77.6669374 12.9972401, 77.6671842 12.997112, 77.6674062 12.9970739, 77.6679803 12.9970059, 77.6682001 12.9969955, 77.6682592 12.9969327, 77.6682707 12.9968637, 77.6676369 12.9966453, 77.6668911 12.9964048, 77.6661515 12.9962104, 77.6656735 12.9960023, 77.6653471 12.9959961, 77.6648482 12.9959699, 77.6646172 12.9958997, 77.664424 12.9961141), (77.6651781 12.9969752, 77.6651518 12.9969266, 77.66514 12.9968143, 77.665163 12.9967462, 77.665205 12.996691, 77.6652687 12.9966479, 77.6653443 12.9966282, 77.6654236 12.996635, 77.665509 12.996678, 77.6655691 12.996753, 77.6655914 12.9968472, 77.6655739 12.9969338, 77.6655302 12.9969998, 77.665479 12.9970396, 77.6653875 12.9970687, 77.6652977 12.9970601, 77.6652473 12.9970382, 77.6651781 12.9969752))",12.996943369030943,77.66575216261633
Puttenhalli Lake,"POLYGON ((77.5859523 12.8914831, 77.5859753 12.8915154, 77.5860502 12.8915498, 77.5861325 12.8915455, 77.5862131 12.8915189, 77.5863353 12.8914656, 77.5864805 12.8913871, 77.5866775 12.8912806, 77.5867868 12.8912302, 77.5868967 12.8911914, 77.5869601 12.8911774, 77.5869906 12.8911655, 77.5869987 12.8911476, 77.5870079 12.8911159, 77.587013 12.8910773, 77.5870221 12.8910456, 77.5870526 12.8910337, 77.587077 12.8910416, 77.5871073 12.8910917, 77.5871349 12.8911135, 77.5872428 12.8911107, 77.5873923 12.8911065, 77.5875407 12.8911169, 77.5876353 12.8911346, 77.5877331 12.8911752, 77.58791 12.8912649, 77.5880782 12.8913616, 77.5881674 12.8914037, 77.5882644 12.8914306, 77.588268 12.8913168, 77.5882623 12.8912509, 77.5882364 12.8911864, 77.5881832 12.8910673, 77.5881602 12.8910056, 77.5881599 12.8909395, 77.5882087 12.8906798, 77.5882128 12.890549, 77.5881908 12.8904203, 77.5881294 12.8902992, 77.5880786 12.8902457, 77.5880415 12.8901823, 77.5880008 12.8900534, 77.5879666 12.8899245, 77.58795 12.8897482, 77.587965 12.8895738, 77.5879833 12.8893993, 77.5880057 12.8893141, 77.5880145 12.8892698, 77.5880032 12.8892275, 77.587906 12.8892249, 77.5877962 12.8892387, 77.5875776 12.8892722, 77.5874022 12.8892918, 77.5872986 12.8893058, 77.5872452 12.8893301, 77.5871699 12.8894271, 77.5870967 12.8895539, 77.5869381 12.8898255, 77.5865873 12.8903655, 77.5862589 12.8909118, 77.5860942 12.8911734, 77.5859579 12.8913816, 77.5859393 12.8914474, 77.5859523 12.8914831), (77.5868306 12.8903692, 77.5868662 12.8902887, 77.5869245 12.8902429, 77.5869573 12.890236, 77.587027 12.8902401, 77.5870541 12.8902595, 77.587084 12.8902942, 77.5870982 12.8903428, 77.5870982 12.8903983, 77.5870911 12.890433, 77.5871082 12.8904621, 77.5870882 12.8904843, 77.5870427 12.890494, 77.5870028 12.8905107, 77.5869758 12.8905384, 77.5869502 12.8905537, 77.5869117 12.8905537, 77.5869032 12.8905135, 77.5869131 12.8904927, 77.5868576 12.8904718, 77.5868477 12.8904469, 77.5868306 12.8903692))",12.890466255041181,77.58730179644434
Mathikere Lake,"MULTIPOLYGON (((77.549226 13.0324387, 77.5494191 13.032248, 77.5495747 13.0322375, 77.5496551 13.0322689, 77.5496793 13.0323342, 77.5496176 13.0325276, 77.549639 13.0326033, 77.5497115 13.032653, 77.5497758 13.0326504, 77.5501648 13.0324047, 77.5502533 13.0323629, 77.5503257 13.0322584, 77.5503391 13.0321147, 77.5502881 13.0320546, 77.5499985 13.0319866, 77.5498509 13.0320023, 77.5495613 13.032099, 77.5494888 13.0321069, 77.5493306 13.0320703, 77.5492313 13.0320807, 77.5491831 13.0321356, 77.5490811 13.0325067, 77.5490409 13.0326713, 77.549057 13.0326974, 77.5491267 13.0327026, 77.549226 13.0324387)), ((77.5520316 13.0338603, 77.5520772 13.0340118, 77.5521496 13.0344325, 77.5522301 13.0344482, 77.5522542 13.0343228, 77.5523481 13.0340771, 77.5524688 13.0339386, 77.552501 13.0338289, 77.5524741 13.033727, 77.5523186 13.0336042, 77.5521952 13.0335911, 77.552053 13.033693, 77.5520316 13.0338603)), ((77.5511716 13.0357619, 77.5512467 13.0356364, 77.5513755 13.0355476, 77.5514291 13.0355319, 77.5515632 13.0354274, 77.551574 13.0353176, 77.5514828 13.0352392, 77.5513218 13.035187, 77.5511985 13.0351922, 77.5511073 13.0352131, 77.5509777 13.0352476, 77.5508337 13.0351452, 77.5507371 13.034957, 77.5507318 13.0347584, 77.5507371 13.0346278, 77.5507103 13.0345128, 77.5504474 13.0343822, 77.55019 13.0342045, 77.5500505 13.0341261, 77.5499164 13.0341313, 77.5497286 13.0342619, 77.5495087 13.0344031, 77.5494497 13.0344971, 77.5493692 13.0346487, 77.5493263 13.0349048, 77.5493477 13.0349988, 77.5494022 13.0351183, 77.5495784 13.0351713, 77.5497984 13.0352445, 77.5500022 13.0353385, 77.5500934 13.0354535, 77.55019 13.0356155, 77.5502972 13.0359239, 77.5503723 13.0360389, 77.5505118 13.0361172, 77.5507103 13.0361329, 77.5508498 13.0360963, 77.5509678 13.036065, 77.5510375 13.0361329, 77.5511395 13.0362218, 77.5511448 13.0363211, 77.5510965 13.0364413, 77.5509785 13.036551, 77.5509356 13.0366346, 77.5510268 13.0366921, 77.5512092 13.0368385, 77.5513379 13.0369848, 77.5514452 13.0369796, 77.5515364 13.0368698, 77.5516491 13.0367392, 77.551751 13.0366399, 77.5519602 13.036551, 77.5522177 13.0362793, 77.5524216 13.0360336, 77.5524645 13.0358716, 77.5524162 13.0357357, 77.552266 13.0354953, 77.5521211 13.0354013, 77.5519978 13.0354222, 77.5519012 13.0355162, 77.5518637 13.0356626, 77.5518744 13.0357775, 77.5519388 13.0358925, 77.5519388 13.0359761, 77.5518046 13.0361016, 77.5516491 13.0361695, 77.5514828 13.0362218, 77.5512843 13.0361538, 77.5511797 13.0360166, 77.5511556 13.0359448, 77.5511716 13.0358664, 77.5511716 13.0357619), (77.5495409 13.0347584, 77.5495838 13.03468, 77.5497125 13.0346017, 77.5498627 13.0345442, 77.5499325 13.0345807, 77.5500344 13.03468, 77.5500344 13.0347898, 77.5499861 13.0349204, 77.5498413 13.0350041, 77.5496964 13.0350354, 77.5496428 13.0349884, 77.5495677 13.0348891, 77.5495409 13.0347584), (77.5510912 13.0354013, 77.5511019 13.0353438, 77.5511448 13.0353229, 77.5511931 13.0353751, 77.5512628 13.0354692, 77.5512628 13.0355476, 77.5511985 13.0355476, 77.5511234 13.0354953, 77.5510912 13.0354013), (77.551059 13.0365824, 77.5511287 13.036551, 77.5512521 13.0364308, 77.5513165 13.0363315, 77.5513969 13.0363158, 77.5515203 13.0364151, 77.5515954 13.0364726, 77.5516383 13.0365353, 77.5516169 13.0366294, 77.5514721 13.0366921, 77.5514667 13.0367862, 77.5513916 13.0368541, 77.5512092 13.0367914, 77.5511287 13.0367392, 77.5510483 13.0366242, 77.551059 13.0365824)))",13.034928880246378,77.5507698260525
Vydehi Institute Of Medical Sciences And Research Centre,"POLYGON ((77.7295014 12.97602, 77.7294935 12.9759159, 77.7299378 12.9758838, 77.7299245 12.9757094, 77.7298481 12.975715, 77.7298455 12.9756849, 77.729901 12.9756795, 77.7298838 12.9754701, 77.7294919 12.9754984, 77.7294855 12.9754137, 77.7298551 12.975387, 77.7298287 12.9750404, 77.7296932 12.9750503, 77.7297078 12.9752425, 77.7295989 12.9752504, 77.7295818 12.9750255, 77.7293135 12.975045, 77.7293066 12.9749538, 77.7288314 12.9749882, 77.7288391 12.9750894, 77.7287693 12.9750945, 77.7287994 12.9754895, 77.7291501 12.9754642, 77.7291549 12.975527, 77.7288159 12.9755515, 77.72883 12.9757368, 77.7292121 12.9757092, 77.7292169 12.9757721, 77.7288494 12.9757986, 77.7288636 12.9759858, 77.7293152 12.9759532, 77.7293213 12.976033, 77.7295014 12.97602), (77.7289547 12.975221, 77.7291345 12.9752081, 77.7291437 12.9753301, 77.7289639 12.9753431, 77.7289547 12.975221))",12.975490617482995,77.72932996580158
,"POLYGON ((77.5882867 12.9494956, 77.5884198 12.9494862, 77.5884488 12.949439, 77.5886376 12.9494178, 77.5887949 12.9494296, 77.5895669 12.9497716, 77.589625 12.9496135, 77.5895814 12.9495687, 77.5895185 12.9495451, 77.5894386 12.9495569, 77.5888893 12.949314, 77.5887779 12.949281, 77.5886521 12.9492527, 77.5884222 12.9492763, 77.5883496 12.9492409, 77.5882509 12.9492527, 77.5881741 12.9493321, 77.5882092 12.9494579, 77.5882867 12.9494956), (77.5883457 12.9493859, 77.5883401 12.9493967, 77.5883307 12.9494046, 77.5883189 12.9494084, 77.5883064 12.9494075, 77.5882953 12.9494021, 77.5882872 12.9493929, 77.5882833 12.9493813, 77.5882842 12.9493692, 77.5882898 12.9493584, 77.5882992 12.9493505, 77.5883111 12.9493466, 77.5883235 12.9493475, 77.5883346 12.949353, 77.5883427 12.9493622, 77.5883467 12.9493737, 77.5883457 12.9493859))",12.949452072215918,77.58887750378211
,"POLYGON ((77.5883665 12.9477462, 77.5882478 12.9477529, 77.5882258 12.9477408, 77.5881954 12.9477005, 77.5881747 12.9476373, 77.5881575 12.9474652, 77.5880775 12.9474728, 77.588098 12.9476525, 77.5880862 12.9476886, 77.5880502 12.9477571, 77.5880433 12.9477761, 77.5880424 12.9478417, 77.5880546 12.9478691, 77.5880619 12.9478854, 77.5880941 12.9479149, 77.5881301 12.9479339, 77.5882509 12.9492527, 77.5883496 12.9492409, 77.5882287 12.94795, 77.5882452 12.9479111, 77.5883761 12.9478255, 77.5883665 12.9477462), (77.5881898 12.9478119, 77.5881826 12.947824, 77.5881713 12.9478325, 77.5881575 12.9478361, 77.5881433 12.9478343, 77.5881309 12.9478274, 77.5881222 12.9478163, 77.5881185 12.9478029, 77.5881203 12.947789, 77.5881274 12.947777, 77.5881388 12.9477685, 77.5881526 12.9477648, 77.5881668 12.9477666, 77.5881792 12.9477736, 77.5881879 12.9477846, 77.5881916 12.9477981, 77.5881898 12.9478119))",12.948293607521558,77.58821676350782
Sapthagiri Hospital,"POLYGON ((77.5027089 13.0706175, 77.5027371 13.0701971, 77.5022256 13.0701645, 77.5022193 13.0702591, 77.5021479 13.0702546, 77.502137 13.0704159, 77.5020941 13.0704132, 77.50209 13.0704739, 77.5020619 13.0704721, 77.5020575 13.0705386, 77.5020272 13.0705369, 77.5020053 13.0708893, 77.5019716 13.0708875, 77.501968 13.070952, 77.5026753 13.0709891, 77.5026789 13.0709246, 77.5026588 13.0709235, 77.5026786 13.0706155, 77.5027089 13.0706175), (77.5021665 13.070896, 77.5021278 13.070894, 77.5021299 13.0708605, 77.5020796 13.0708575, 77.5020965 13.0705837, 77.5021871 13.0705895, 77.5021665 13.070896), (77.5024227 13.0709094, 77.5023233 13.0709042, 77.5023349 13.0707326, 77.5023966 13.0707365, 77.502406 13.0705973, 77.5024426 13.0705997, 77.5024227 13.0709094))",13.070574330106053,77.50239410111965
Anchepalya Lake,"POLYGON ((77.4769775 13.0521287, 77.4772383 13.0521068, 77.4774879 13.0521587, 77.4777486 13.0522598, 77.4782758 13.0526094, 77.4785618 13.0529782, 77.4786207 13.0531803, 77.4784749 13.0544123, 77.4783599 13.0546827, 77.4782337 13.0548767, 77.4782169 13.0549313, 77.4782842 13.0549723, 77.478388 13.0548931, 77.4785674 13.0545216, 77.4786123 13.0542511, 77.478716 13.0542074, 77.4789235 13.0541856, 77.4796862 13.0541992, 77.4797367 13.0541719, 77.4797788 13.0536912, 77.4799582 13.0531831, 77.4800956 13.053011, 77.480284 13.0528573, 77.4804881 13.0528186, 77.4806428 13.0527722, 77.4819514 13.0525906, 77.4819276 13.0517601, 77.4818721 13.0516983, 77.4818602 13.051621, 77.4819078 13.0515553, 77.4817967 13.0509874, 77.4810809 13.0506745, 77.4808153 13.0504698, 77.4805357 13.0501897, 77.4803652 13.0499019, 77.4801946 13.0491447, 77.4801352 13.0489941, 77.4801629 13.0489207, 77.4804445 13.0487739, 77.4806507 13.0485382, 77.4805595 13.0475995, 77.4805198 13.0475338, 77.4800083 13.0474643, 77.4799369 13.0474333, 77.4797664 13.0472595, 77.479576 13.0466259, 77.4796672 13.0460465, 77.4795443 13.0460156, 77.4793421 13.0462512, 77.4793777 13.0472402, 77.4793421 13.0473909, 77.4792905 13.0474527, 77.4781008 13.0476265, 77.4780532 13.0476922, 77.4782396 13.0483837, 77.4784696 13.0486193, 77.4784736 13.0487005, 77.4781881 13.0497281, 77.4781643 13.0500487, 77.4779462 13.0504621, 77.477962 13.0507016, 77.4779065 13.0509372, 77.4779184 13.0511651, 77.4777915 13.0516442, 77.4776765 13.0517523, 77.47751 13.0517948, 77.4772522 13.0517987, 77.4769298 13.0520057, 77.4769775 13.0521287), (77.4792588 13.0480368, 77.4793401 13.048033, 77.4794015 13.0480832, 77.4794055 13.0481218, 77.479346 13.0481701, 77.4792667 13.0481662, 77.479233 13.0481431, 77.479227 13.0480639, 77.4792588 13.0480368), (77.4799884 13.0487283, 77.4799646 13.0486955, 77.4799111 13.0486124, 77.4799587 13.0485468, 77.480036 13.048512, 77.480042 13.0484734, 77.4800003 13.0483111, 77.4800023 13.0481778, 77.4799646 13.0481083, 77.4799706 13.0480697, 77.4800023 13.0480407, 77.480042 13.0480426, 77.4801173 13.0482841, 77.4801927 13.0483806, 77.4802303 13.0486008, 77.4802065 13.0486762, 77.4801014 13.048738, 77.4799884 13.0487283), (77.4802664 13.0497657, 77.4803066 13.0499094, 77.4801806 13.0499904, 77.4801484 13.0499617, 77.4801081 13.049912, 77.4800599 13.0497187, 77.4801376 13.0496769, 77.4801779 13.0496952, 77.4802664 13.0497657), (77.4806475 13.0507618, 77.4806356 13.0507174, 77.4806951 13.0506131, 77.4807268 13.0505841, 77.4808399 13.0506247, 77.4808696 13.0507386, 77.4808557 13.0507773, 77.480822 13.0507985, 77.480709 13.0508101, 77.4806475 13.0507618))",13.050783425012762,77.47953064137124
Chi. Udayashankar Children's Park,"MULTIPOLYGON (((77.6512512 12.9675028, 77.651164 12.9675248, 77.6512087 12.9677031, 77.6512984 12.9676819, 77.6512512 12.9675028)), ((77.6512873 12.9678724, 77.6512286 12.9678855, 77.6512969 12.9681042, 77.6514919 12.9680521, 77.6513777 12.9677358, 77.6512385 12.9677737, 77.6512873 12.9678724)))",12.967857791873888,77.65132459620239
Laxman Rao Park,"MULTIPOLYGON (((77.5805494 12.9309233, 77.5802349 12.9309216, 77.5802311 12.9315931, 77.5805456 12.9315948, 77.5805494 12.9309233)), ((77.5796978 12.9309199, 77.5796939 12.9316027, 77.5800035 12.9316043, 77.5800046 12.9314088, 77.5800052 12.9313021, 77.579824 12.9312994, 77.5798299 12.9309206, 77.5796978 12.9309199)), ((77.5802311 12.9316901, 77.5802272 12.9329549, 77.5805414 12.9329558, 77.5805453 12.931691, 77.5802311 12.9316901)), ((77.5797028 12.9316976, 77.579672 12.9330047, 77.5800014 12.9329997, 77.580009 12.9316939, 77.5797028 12.9316976)), ((77.5804646 12.9362194, 77.5805192 12.9331292, 77.5802168 12.9331292, 77.5801928 12.9364208, 77.5802578 12.9364245, 77.5804646 12.9362194)), ((77.5800059 12.9331373, 77.5796781 12.9331408, 77.5796578 12.934278, 77.5796486 12.9347856, 77.5795094 12.93513, 77.5795098 12.9362232, 77.5795099 12.9365288, 77.5795906 12.9365349, 77.5799911 12.9362396, 77.5800059 12.9331373)))",12.933871662347048,77.58005297900309
